Studio.AssetManager.AssetSource.CreatorStore,,,Creator Store,Creator Store,متجر المصمّم,Creator Store,Tienda de creadores,Boutique du créateur,क्रिएटर स्टोर,Toko Kreator,Creator Store,クリエーターストア,크리에이터 상점,Sklep dla twórców,Loja do Criador,,ร้านค้าครีเอเตอร์,Yaratıcı Mağazası,Cửa Hàng Nhà Sáng Tạo,创作者商店,创作者商店,創作者商店
Studio.AssetManager.AssetSource.SharedWithMe,,,Shared With Me,Shared With Me,تمت مشاركتها معي,Mit mir geteilt,Compartidos conmigo,Partagé avec moi,मेरे साथ शेयर किया गया,Dibagikan Denganku,Condivisi con me,自分とシェア済み,나와 공유된 체험,Udostępnione dla mnie,Compartilhado comigo,,แชร์กับฉัน,Benimle Paylaşılanlar,Đã Chia Sẻ Với Tôi,与我共享,与我共享,與我分享
Studio.AssetManager.AssetType.Place,,,Place,Place,مكان,Ort,Lugar,Lieu,प्लेस,Tempat,Posto,プレース,플레이스,Miejsce,Local,,สถานที่,Mekân,Địa Điểm,场景,场景,地點
Studio.AssetManager.ContextMenu.CopyAssetIds,,,Copy Asset IDs,Copy Asset IDs,نسخ مُعرِّفات الأصول,Objekt-IDs kopieren,Copiar ID del recurso,Copier identifiants contenu,ऐसेट ID कॉपी करें,Salin ID Aset,Copia ID risorsa,アセットIDをコピー,애셋 ID 복사,Skopiuj identyfikatory zasobów,Copiar IDs do ativo,,คัดลอก ID ทรัพยากร,Varlık kimliklerini kopyala,Sao Chép ID Tài Nguyên,复制素材 ID,复制素材 ID,複製素材 ID
Studio.AssetManager.ContextMenu.PluginInstall,,,Install,Install,تثبيت,Installieren,Instalar,Installer,इंस्टॉल करें,Instal,Installa,インストール,설치,Zainstaluj,Instalar,,ติดตั้ง,Kur,Cài Đặt,安装,安装,安裝
Studio.AssetManager.ContextMenu.PluginUpdate,,,Update,Update,تحديث,Aktualisieren,Actualizar,Actualiser,अपडेट करें,Update,Aggiorna,更新,업데이트,Zaktualizuj,Atualizar,,อัปเดต,Güncelle,Cập Nhật,更新,更新,更新
Studio.AssetManager.ContextMenu.PluginReport,,,Report,Report,إبلاغ,Melden,Reportar,Reporter,रिपोर्ट करें,Laporkan,Segnala,規約違反を報告,신고,Zgłoś,Denunciar,,รายงาน,Bildir,Báo Cáo,报告,报告,檢舉
Studio.AssetManager.Dialogs.ConfirmPlaceRemoveHeading,,,Are you sure you want to remove this place?,Are you sure you want to remove this place?,هل أنت متأكد من أنك تريد إزالة هذا المكان؟,Möchtest du diesen Ort wirklich entfernen?,¿Quieres eliminar este lugar?,Es-tu sûr de vouloir supprimer ce lieu ?,वाकई इस प्लेस को हटाना है?,Kamu yakin ingin menghapus tempat ini?,Vuoi davvero rimuovere questo posto?,このプレースを削除しますか？,이 플레이스를 제거하시겠어요?,Czy na pewno chcesz usunąć to miejsce?,Tem certeza de que deseja remover este local?,,คุณแน่ใจหรือไม่ว่าคุณต้องการลบสถานที่นี้?,Bu mekânı kaldırmak istediğine emin misin?,Bạn có chắc chắn muốn loại bỏ địa điểm này không?,确定移除此场景？,确定移除此场景？,確定移除此地點？
Studio.AssetManager.Filters.OnlyArchived,,,Only Archived,Only Archived,ما تمت إضافتها إلى الأرشيف فقط,Nur archiviert,Solo archivados,Uniquement Archivé,सिर्फ़ आर्काइव किया गया,Diarsipkan Saja,Solo archiviati,アーカイブ済みのみ,보관처리된 항목만,Tylko zarchiwizowane,Apenas arquivados,,เฉพาะที่เก็บถาวรแล้ว,Yalnızca Arşivlenenler,Chỉ Những Gì Đã Lưu Trữ,仅已归档,仅已归档,僅已封存
Studio.AssetManager.Filters.PlacesOnlyInUniverseWarning,,,Change Source to your game to search for places.,Change Source to your game to search for places.,غيّر المصدر الخاص بلعبتك للبحث عن الأمكنة.,"Ändere die Quelle zu deinem Spiel, um nach Orten zu suchen.",Cambia Fuente de tu juego para buscar lugares.,Changer la source de votre jeu pour rechercher des lieux.,"प्लेस के लिए खोज करने के लिए, अपने खेल का सोर्स बदलें.","Untuk mencari tempat, ubah Sumber ke game milikmu.",Cambia sorgente al tuo gioco per cercare posti.,出典をゲームに変更してプレースを検索してください。,소스를 내 게임으로 변경해 플레이스를 검색하세요.,"Zmień źródło gry, aby wyszukać miejsca.",Mude a fonte para o seu jogo para procurar por locais.,,เปลี่ยนแหล่งที่มาไปเป็นเกมของคุณเพื่อค้นหาสถานที่,"Dünya aramak için kaynağı, oyununa değiştir.",Thay đổi Nguồn trò chơi của bạn để tìm kiếm địa điểm.,请更改你游戏的来源以搜索场景。,请更改你游戏的来源以搜索场景。,將來源變更為您的遊戲來搜尋地點。
Studio.AssetManager.AssetProperty.IsPackage,,,Is Package,Is Package,هي حزمة,Ist ein Paket,Es Paquete,Est un package,पैकेज है,Paket,È un pacchetto,パッケージの場合,은(는) 패키지입니다,Jest pakietem,É um pacote,,คือแพ็คเกจ,Paket,Là Gói,是包,是包,是套件
Studio.AssetManager.Tooltip.ExperienceScope,,,Places & Shared Assets,Places & Shared Assets,الأمكنة والأصول المشتركة,Orte und geteilte Objekte,Lugares y recursos compartidos,Lieux et contenus partagés,प्लेस और शेयर किए गए ऐसेट्स,Tempat & Aset Bersama,Posti e risorse condivise,プレースと共有アセット,플레이스 및 공유된 애셋,Miejsca i zasoby udostępnione,Locais & ativos compartilhados,,วางแล้วแชร์ทรัพยากร,Mekânlar ve Paylaşılan Varlıklar,Địa Điểm & Tài Sản Được Chia Sẻ,场景 & 共享素材,场景 & 共享素材,地點和已分享的素材
Studio.AssetManager.Tooltip.ExperienceCreatorScope,,,Experience Creator,Experience Creator,مصمّم التجربة,Experience-Creator,Creador de experiencia,Créateur d'Expérience,एक्सपीरिएंस क्रिएटर,Kreator Pengalaman Virtual,Creatore dell'esperienza,バーチャル空間クリエーター,체험 크리에이터,Twórca projektu,Criador de experiência,,ครีเอเตอร์ผู้สร้างประสบการณ์,Deneyim Yaratıcısı,Nhà Sáng Tạo Trải Nghiệm,体验创作者,体验创作者,體驗創作者
Studio.AssetManager.Tooltip.NoPlacesExperienceNotPublished,,,Places are only available after saving to Roblox.,Places are only available after saving to Roblox.,لا تتوفر الأمكنة إلا بعد الحفظ في Roblox.,Die Orte sind erst nach dem Speichern auf Roblox verfügbar.,Los lugares solo están disponibles después de guardar en Roblox.,Les places ne sont disponibles qu'après enregistrement sur Roblox.,Roblox पर सेव करने के बाद ही प्लेस उपलब्ध हैं.,Tempat hanya tersedia setelah pengalaman virtual disimpan ke Roblox.,I posti saranno disponibili solo dopo il salvataggio su Roblox.,プレースはRobloxに保存した後しか利用できません。,플레이스는 Roblox에 저장한 후에만 사용 가능합니다.,Miejsca są dostępne tylko w przypadku zapisania ich na platformie Roblox.,Os locais só estão disponíveis depois de salvar na Roblox.,,จะมีสถานที่พร้อมให้เลือกใช้ได้หลังจากบันทึกไปยัง Roblox เท่านั้น,"Mekânlar yalnızca, Roblox'ta kaydedildikten sonra kullanılabilir olur.",Địa điểm chỉ có sẵn sau khi lưu vào Roblox.,场景仅在保存至 Roblox 后可用。,场景仅在保存至 Roblox 后可用。,地點僅在儲存至 Roblox 後可用。
Studio.AssetManager.Tooltip.NoPlacesWrongScope,,,Places are only available in {experienceName}.,Places are only available in {experienceName}.,الأمكنة متاحة فقط في {experienceName}.,Orte sind nur in {experienceName} verfügbar.,Los lugares solo están disponibles en {experienceName}.,Les lieux ne sont disponibles qu'en {experienceName}.,सिर्फ़ {experienceName} में ही प्लेस उपलब्ध हैं.,Tempat hanya tersedia di {experienceName}.,I posti sono disponibili solo all'interno di {experienceName}.,プレースは、 {experienceName} でしか利用できません。,플레이스는 {experienceName}에서만 이용 가능합니다.,Miejsca są dostępne tylko w projekcie {experienceName}.,Os locais só estão disponíveis no {experienceName}.,,จะมีสถานที่พร้อมให้เลือกใช้ได้ใน {experienceName} เท่านั้น,Mekânlar yalnızca {experienceName} içerisinde kullanılabilir.,Các địa điểm chỉ có trong {experienceName}.,场景仅在“{experienceName}”中可用。,场景仅在“{experienceName}”中可用。,地點僅在「{experienceName}」中提供。
Studio.AssetManager.GroupsHeader,,,Group Inventories,Group Inventories,مقتنيات المجموعة,Gruppeninventare,Inventarios del grupo,Inventaires des groupes,ग्रुप इन्वेंटरी,Inventaris Grup,Inventari di gruppo,グループの持ち物,그룹 인벤토리,Wyposażenie grupy,Inventários de grupo,,คลังไอเท็มของกลุ่ม,Grup Envanterleri,Kho Của Nhóm,群组库存,群组库存,群組道具欄
Studio.AssetManager.Explorer.GroupsHeader,,,Group Inventories,Group Inventories,مقتنيات المجموعة,Gruppeninventare,Inventarios del grupo,Inventaires des groupes,ग्रुप इन्वेंटरी,Inventaris Grup,Inventari di gruppo,グループの持ち物,그룹 인벤토리,Wyposażenie grupy,Inventários de grupo,,คลังไอเท็มของกลุ่ม,Grup Envanterleri,Kho Của Nhóm,群组库存,群组库存,群組道具欄
Studio.AssetManager.Scopes.ExperienceShared,,,Shared With Experience,Shared With Experience,تمت مشاركتها مع التجربة,Mit Experience geteilt,Compartido con experiencia,Partagé avec l'expérience,एक्सपीरिएंस के साथ शेयर किया गया,Dibagikan dengan Pengalaman Virtual,Condivise con l'esperienza,バーチャル空間と共有済み,체험과 공유됨,Udostępnione z projektem,Compartilhado com a experiência,,แชร์กับประสบการณ์,Deneyimle Paylaşılanlar,Được Chia Sẻ Cùng Trải Nghiệm,通过体验共享,通过体验共享,透過體驗分享
Studio.AssetManager.Scopes.ExperiencePlaces,,,Places In Experience,Places In Experience,الأمكنة في التجربة,Orte in der Experience,Lugares en la experiencia,Lieux dans l'expérience,एक्सपीरिएंस में प्लेस,Tempat di Pengalaman Virtual,Posti nell'esperienza,バーチャル空間内の場所,체험 내 플레이스,Miejsca w projekcie,Locais na experiência,,สถานที่ในประสบการณ์,Deneyimdeki Mekânlar,Địa Điểm Trong Trải Nghiệm,体验中的场景,体验中的场景,體驗中的地點
Studio.AssetManager.SearchOptions.Inventory,,,Inventory,Inventory,المقتنيات,Inventar,Inventario,Inventaire,इन्वेंट्री,Inventaris,Inventario,持ち物,인벤토리,Wyposażenie,Inventário,,คลังไอเท็ม,Envanter,Kho,库存,库存,物品庫
Studio.AssetManager.ContextMenu.RemoveFromExperience,,,Remove From Experience,Remove From Experience,إزالة من التجربة,Aus der Experience entfernen,Eliminar de la experiencia,Supprimer de l'expérience,एक्सपीरिएंस से हटाएँ,Hapus dari Pengalaman Virtual,Rimuovi dall'esperienza,バーチャル空間から削除,체험에서 제거,Usuń z projektu,Remover da experiência,,ลบออกจากประสบการณ์,Deneyimden kaldır,Gỡ Bỏ Khỏi Trải Nghiệm,,,從體驗移除
Studio.AssetManager.HeaderBar.SortTooltip,,,Sort,Sort,ترتيب,Sortieren,Ordenar,Trier,क्रम से लगाएँ,Urutkan,Ordina,並べ替え,정렬,Sortuj,Ordenar,,เรียงลำดับ,Sırala,Sắp xếp,,,排序
Studio.AssetManager.HeaderBar.ViewTypeSelectTooltip,,,View Type,View Type,نوع العرض,Art der Ansicht,Ver tipo,Type de vue,व्यू टाइप,Tipe Tampilan,Tipo di visualizzazione,表示タイプ,보기 유형,Typ widoku,Tipo de visualização,,ประเภทมุมมอง,Görüntüleme Türü,Loại chế độ xem,,,檢視類型
Studio.AssetManager.FiltersByType.Title,,,Filter By Type,Filter By Type,,Filtern nach Typ,,,टाइप के हिसाब से फ़िल्टर करें,Filter Berdasarkan Tipe,Filtra per tipo,,유형으로 필터링,Filtruj wg typu,,,กรองตามประเภท,Türe Göre Filtrele,Bộ lọc theo loại,,,按類型篩選
Studio.AssetManager.FiltersByType.CommonTypes,,,Common Types,Common Types,,Gängige Typen,,,सामान्य टाइप,Tipe Umum,Tipi comuni,,일반 유형,Często używane typy,,,ประเภททั่วไป,Yaygın Tipler,Các loại phổ biến,,,常見類型
Studio.AssetManager.FiltersByType.SearchPlaceholder,,,Search asset types...,Search asset types...,,Objektarten suchen …,,,ऐसेट टाइप सर्च करें...,Cari tipe aset...,Cerca tipi di risorse...,,애셋 유형 검색...,Wyszukaj typy zasobów...,,,ค้นหาประเภทแอสเซท...,Varlık türlerini ara...,Tìm kiếm loại tài sản...,,,搜尋素材類型...
Studio.AssetManager.HeaderBar.ViewTypeSelectList,,,List,List,,Liste,,,लिस्ट,Daftar,Elenco,,목록,Lista,,,รายการ,Liste,Danh sách,,,清單
Studio.AssetManager.HeaderBar.ViewTypeSelectGrid,,,Grid,Grid,,Raster,,,ग्रिड,Petak,Griglia,,그리드,Siatka,,,ตาราง,Izgara,Lưới,,,網格
Studio.AssetManager.FiltersByType.OtherTypes,,,Other Types,Other Types,,Andere Arten,,,अन्य टाइप,Tipe Lainnya,Altri tipi,,기타 유형,Inne typy,,,ประเภทอื่นๆ,Diğer Türler,Các loại khác,,,其他類型
